beta,gamma
0.194215,0.058411
0.357986,0.057787
0.119032,0.029866
0.202128,0.045225
0.153953,0.035554
0.348685,0.022065
0.199011,0.021494
0.217898,0.024082
0.330291,0.054481
0.488533,0.036129
0.209040,0.020126
0.181455,0.033031
0.289661,0.046224
0.296531,0.077247
0.287968,0.063026
0.190979,0.014567
0.317550,0.014797
0.122708,0.028225
0.327845,0.031893
0.289924,0.059227
0.318803,0.054551
0.294920,0.053965
0.195030,0.018106
0.398640,0.023727
0.261176,0.017031
0.262583,0.070520
0.154659,0.022654
0.212615,0.078272
0.194199,0.040872
0.262929,0.053170
0.307017,0.016161
0.154948,0.041233
0.147432,0.020198
0.215253,0.029327
0.265054,0.046793
0.194256,0.025840
0.373166,0.050210
0.461783,0.023521
0.256732,0.022500
0.261170,0.019739
0.309907,0.042713
0.356732,0.040931
0.199929,0.048569
0.297574,0.097621
0.186064,0.071811
0.398253,0.033436
0.139755,0.017608
0.149496,0.032552
0.122281,0.023650
0.241335,0.016590
0.147292,0.027682
0.233827,0.020562
0.258531,0.092266
0.171748,0.017898
0.246737,0.044778
0.318035,0.048733
0.297994,0.075680
0.140570,0.043166
0.144185,0.020725
0.120525,0.016857
0.331870,0.014067
0.235658,0.037202
0.355062,0.035200
0.257907,0.024862
0.305335,0.067727
0.231720,0.013298
0.127959,0.022238
0.126775,0.017421
0.124639,0.026063
0.280588,0.027784
0.246142,0.017947
0.209308,0.031693
0.197945,0.067580
0.168229,0.029314
0.153176,0.014769
0.331102,0.028833
0.202348,0.014382
0.347673,0.038157
0.469377,0.020865
0.334302,0.045843
0.210339,0.025372
0.143951,0.019760
0.147297,0.019009
0.219591,0.023760
0.133620,0.020603
0.217619,0.019488
0.449122,0.049589
0.244760,0.044667
0.129939,0.036632
0.232136,0.037577
0.444286,0.025380
0.347284,0.109523
0.493022,0.037326
0.171981,0.066124
0.240113,0.038309
0.294829,0.052476
0.142544,0.022198
0.181651,0.025313
0.239965,0.062250
0.118969,0.032330
0.328222,0.027759
0.278827,0.022335
0.323559,0.063756
0.190018,0.015436
0.210671,0.015181
0.231566,0.026968
0.325763,0.026069
0.420683,0.033577
0.197262,0.040255
0.190692,0.012517
0.367936,0.064252
0.423030,0.033791
0.135055,0.017693
0.256834,0.084343
0.252701,0.038894
0.452602,0.021574
0.206396,0.050228
0.173230,0.035660
0.151196,0.035955
0.206618,0.073298
0.132561,0.037364
0.226176,0.025127
0.237415,0.030122
0.286048,0.060142
0.186121,0.020587
0.250046,0.058803
0.225190,0.057892
0.512908,0.041873
0.187836,0.027696
0.302339,0.028866
0.302923,0.041278
0.132769,0.021059
0.281164,0.016968
0.252261,0.078779
0.360890,0.038572
0.150595,0.031968
0.226805,0.032346
0.289554,0.084079
0.204631,0.031472
0.232575,0.077772
0.294836,0.057477
0.253080,0.075334
0.153804,0.023759
0.158836,0.035634
0.188191,0.064307
0.215420,0.063606
0.144856,0.044939
0.340521,0.056192
0.349165,0.016112
0.172885,0.047772
0.273204,0.035284
0.121725,0.022027
0.445193,0.019594
0.155847,0.033309
0.122215,0.034260
0.191465,0.014795
0.254008,0.028560
0.397837,0.018001
0.250849,0.013122
0.348196,0.013106
0.326837,0.028432
0.415063,0.057426
0.469741,0.028075
0.165392,0.031552
0.302737,0.014387
0.360344,0.021414
0.340736,0.122496
0.298118,0.059635
0.234743,0.021864
0.166677,0.040439
0.239079,0.056050
0.411281,0.017576
0.162765,0.051284
0.187805,0.018412
0.168980,0.019803
0.217213,0.023455
0.294841,0.072886
0.131680,0.022727
0.162584,0.019759
0.124300,0.018656
0.195942,0.012638
0.136139,0.027397
0.311376,0.045295
0.333503,0.039071
0.234053,0.036389
0.224062,0.032229
0.298919,0.034318
0.138841,0.016442
0.223829,0.070668
0.218904,0.031978
0.310756,0.023816
0.293310,0.067491
0.163095,0.023685
0.369208,0.022922
0.457430,0.021186
0.483694,0.035557
0.437432,0.045077
0.265766,0.043365
0.163344,0.044044
0.227886,0.084770
0.193433,0.040909
0.278434,0.013929
0.205921,0.054166
0.143358,0.020867
0.177220,0.044012
0.248741,0.069345
0.174256,0.014577
0.298364,0.040166
0.233024,0.049826
0.157181,0.028709
0.137243,0.033584
0.248501,0.014773
0.275394,0.106125
0.234157,0.034461
0.329137,0.027220
0.244189,0.018781
0.324867,0.015641
0.233092,0.098207
0.247748,0.058421
0.138076,0.038269
0.290314,0.013189
0.259051,0.078361
0.279964,0.100286
0.356540,0.028975
0.263530,0.058579
0.127780,0.024956
0.373095,0.055823
0.163259,0.034162
0.298971,0.025683
0.250557,0.022135
0.216917,0.026503
0.315080,0.055161
0.181688,0.040758
0.234807,0.036484
0.294600,0.021927
0.303095,0.037785
0.485079,0.022612
0.199142,0.028019
0.279629,0.111848
0.260836,0.026165
0.235696,0.045168
0.193218,0.021647
0.421522,0.036067
0.198727,0.059918
0.172647,0.029345
0.147320,0.040032
0.255547,0.109242
0.322645,0.039669
0.204438,0.085829
0.293887,0.105260
0.131597,0.028963
0.146324,0.032023
0.293070,0.097775
0.161129,0.026276
0.121975,0.024754
0.247785,0.044521
0.347189,0.026936
0.240427,0.091867
0.153094,0.025054
0.202040,0.018794
0.408455,0.013473
0.213465,0.027754
0.169041,0.042940
0.136635,0.015112
0.174958,0.035466
0.371457,0.039411
0.310964,0.100139
0.152229,0.014847
0.240297,0.020636
0.211123,0.074018
0.251806,0.050721
0.497799,0.036606
0.159558,0.014905
0.257497,0.046487
0.244186,0.043567
0.267753,0.071842
0.441494,0.022016
0.189693,0.012477
0.223240,0.013685
0.241916,0.014164
0.216358,0.024265
0.390205,0.018649
0.294841,0.116909
0.158717,0.026710
0.224195,0.014694
0.447638,0.029459
0.153245,0.055614
0.191789,0.034694
0.347471,0.016739
0.180969,0.027634
0.137201,0.015564
0.216390,0.021616
0.125326,0.018501
0.242352,0.070645
0.139658,0.025668
0.114544,0.022130
0.303069,0.056801
0.504579,0.030729
0.440189,0.027110
0.350670,0.116826
0.168296,0.017319
0.188900,0.013945
0.212621,0.016680
0.227644,0.078747
0.295935,0.033047
0.157491,0.016573
0.319900,0.024103
0.346526,0.044313
0.398449,0.017588
0.422276,0.014410
0.144920,0.023349
0.321504,0.033415
0.265110,0.052003
0.167022,0.029137
0.166982,0.044518
0.165725,0.066390
0.392745,0.046273
0.232761,0.061790
0.378566,0.051061
0.342584,0.019061
0.260903,0.052661
0.133457,0.015736
0.314608,0.026641
0.269670,0.063553
0.277525,0.012991
0.204112,0.020614
0.437959,0.022075
0.193995,0.066738
0.149821,0.038344
0.204635,0.053786
0.219832,0.017007
0.159308,0.014196
0.216117,0.048243
0.226050,0.018742
0.176508,0.029194
0.200865,0.038214
0.182893,0.017268
0.303316,0.019405
0.162993,0.032413
0.328611,0.034079
0.151556,0.034657
0.189432,0.035096
0.131153,0.017099
0.371513,0.116911
0.300577,0.036890
0.149541,0.014655
0.276989,0.025921
0.167533,0.036345
0.340963,0.014698
0.216671,0.036849
0.220779,0.080816
0.305197,0.033911
0.317174,0.053877
0.249186,0.076056
0.191743,0.019243
0.142379,0.013043
0.115742,0.021806
0.443424,0.024055
0.237913,0.016418
0.247306,0.035390
0.291493,0.097329
0.276809,0.083097
0.339972,0.037125
0.136861,0.034690
0.471907,0.039748
0.209077,0.038079
0.218412,0.085438
0.134887,0.026983
0.244024,0.018057
0.126883,0.030619
0.422298,0.021480
0.321345,0.042297
0.503366,0.027765
0.171342,0.024411
0.225545,0.070400
0.131546,0.035381
0.134982,0.026876
0.285529,0.022718
0.238266,0.049539
0.218144,0.050095
0.329330,0.048762
0.273378,0.099948
0.239670,0.013862
0.194756,0.053216
0.213924,0.014877
0.290475,0.054823
0.304023,0.018869
0.125853,0.019495
0.335297,0.062760
0.206312,0.031096
0.202917,0.026517
0.279882,0.022055
0.280445,0.022376
0.327387,0.046154
0.320564,0.028429
0.285084,0.078639
0.180217,0.069978
0.373191,0.021043
0.479922,0.048198
0.319015,0.027732
0.165837,0.033200
0.308350,0.041338
0.504698,0.043461
0.227006,0.095111
0.336447,0.081536
0.325461,0.016573
0.154142,0.039956
0.225100,0.015149
0.310964,0.022360
0.233825,0.020683
0.311489,0.019876
0.464983,0.019525
0.156626,0.018887
0.195141,0.015400
0.216378,0.044932
0.234419,0.025005
0.241243,0.049497
0.338635,0.030962
0.328514,0.016597
0.267601,0.055036
0.198301,0.070401
0.281215,0.068571
0.280545,0.076158
0.160506,0.015096
0.210937,0.015683
0.372617,0.018634
0.272923,0.112285
0.257093,0.071667
0.183305,0.024741
0.197723,0.037635
0.206557,0.082491
0.272727,0.023271
0.302289,0.085784
0.166579,0.046560
0.131122,0.021018
0.197468,0.078493
0.404516,0.019430
0.370605,0.028008
0.265047,0.031674
0.376247,0.016904
0.229835,0.017233
0.145059,0.015015
0.185900,0.020406
0.205901,0.012656
0.293138,0.014592
0.120855,0.022050
0.190121,0.065689
0.246942,0.074877
0.307044,0.074101
0.173850,0.049892
0.175381,0.058463
0.347261,0.051241
0.312828,0.022378
0.269448,0.094084
0.258091,0.048933
0.234460,0.056170
0.228151,0.092984
0.390672,0.034772
0.222105,0.024945
0.230989,0.068937
0.221756,0.045313
0.248635,0.058284
0.347398,0.018643
0.281945,0.059464
0.127979,0.022452
0.435568,0.035203
0.340183,0.031661
0.115640,0.022011
0.265810,0.052959
0.253109,0.055448
0.234297,0.088176
0.231025,0.017655
0.141753,0.017042
0.143209,0.031072
0.230046,0.023971
0.420352,0.024660
0.216754,0.040184
0.253973,0.014923
0.194905,0.058688
0.455722,0.018241
0.285561,0.055551
0.277721,0.040392
0.344490,0.021923
0.279995,0.020654
0.238631,0.022891
0.317439,0.030178
0.205720,0.066913
0.306425,0.077640
0.153863,0.032752
0.331133,0.033097
0.472010,0.017239
0.261364,0.089281
0.340045,0.032956
0.407925,0.044569
0.213815,0.026194
0.254172,0.044690
0.231470,0.031859
0.275898,0.090301
0.183869,0.055847
0.267813,0.024639
0.374981,0.044285
0.134471,0.045706
0.213783,0.015272
0.216801,0.012432
0.284339,0.126891
0.117569,0.017286
0.349369,0.046382
0.361532,0.049642
0.234658,0.024709
0.301617,0.030438
0.260320,0.030479
0.415327,0.021513
0.275216,0.026357
0.192914,0.012927
0.192435,0.014184
0.255609,0.037988
0.118980,0.027401
0.250611,0.045322
0.423257,0.025498
0.245271,0.045796
0.144551,0.032802
0.180017,0.041752
0.152928,0.016494
0.187297,0.055245
0.334608,0.036011
0.124849,0.018545
0.134690,0.015027
0.329146,0.057099
0.118919,0.018451
0.267167,0.039528
0.171454,0.032623
0.162382,0.036530
0.388431,0.016593
0.256928,0.029146
0.158367,0.016572
0.125838,0.020125
0.281227,0.101266
0.171103,0.049656
0.152292,0.033008
0.239668,0.051031
0.251937,0.017563
0.228101,0.012711
0.272690,0.090252
0.210053,0.026087
0.262523,0.031827
0.284399,0.030128
0.205561,0.053138
0.147873,0.023438
0.399879,0.030937
0.497199,0.016270
0.168336,0.041221
0.233360,0.021648
0.427883,0.038063
0.224925,0.022516
0.257267,0.104977
0.336273,0.073314
0.241901,0.019071
0.151484,0.016425
0.206039,0.063281
0.187685,0.058043
0.270285,0.033529
0.202867,0.026955
0.315828,0.038012
0.197440,0.058223
0.235205,0.026225
0.292285,0.058216
0.227479,0.027579
0.448471,0.013513
0.185870,0.026022
0.196785,0.017309
0.122355,0.023027
0.405465,0.046380
0.273557,0.097243
0.183251,0.029232
0.248204,0.029901
0.177809,0.057688
0.179760,0.024567
0.254975,0.012731
0.291864,0.016551
0.297837,0.039393
0.395680,0.019226
0.216639,0.022592
0.148750,0.021572
0.233749,0.031628
0.230960,0.027195
0.189799,0.045102
0.311346,0.035887
0.267042,0.013351
0.149650,0.024319
0.321786,0.014181
0.289393,0.023808
0.237107,0.048572
0.447014,0.014713
0.262592,0.031295
0.195129,0.024640
0.147016,0.026518
0.253553,0.089687
0.481197,0.025070
0.168351,0.023898
0.297591,0.037224
0.270461,0.022178
0.183019,0.015762
0.218255,0.018651
0.161585,0.034907
0.175624,0.021491
0.133864,0.044897
0.217060,0.026605
0.221295,0.026780
0.227195,0.017444
0.266599,0.039306
0.145647,0.014502
0.166583,0.021810
0.418056,0.034019
0.443278,0.049376
0.308679,0.034994
0.157434,0.036944
0.227158,0.058956
0.152474,0.040473
0.145180,0.038758
0.357630,0.066093
0.277688,0.024207
0.144342,0.035558
0.158563,0.014288
0.162008,0.047380
0.347162,0.046650
0.449038,0.027088
0.370800,0.052952
0.161508,0.019056
0.358121,0.021517
0.333925,0.034021
0.143817,0.017740
0.167873,0.060911
0.279256,0.069965
0.334910,0.091255
0.257170,0.043450
0.169869,0.017363
0.201879,0.051475
0.223120,0.041347
0.433894,0.031021
0.134878,0.014600
0.283806,0.029815
0.154159,0.025029
0.438929,0.020738
0.167626,0.053763
0.220733,0.024570
0.241879,0.031689
0.323172,0.048077
0.258552,0.016624
0.153543,0.031174
0.297535,0.093104
0.158943,0.042729
0.289946,0.029381
0.148197,0.027816
0.208959,0.026564
0.143405,0.015941
0.276249,0.052764
0.133810,0.034299
0.175190,0.064385
0.204623,0.023848
0.280452,0.020671
0.182433,0.031231
0.191472,0.070886
0.187389,0.060949
0.198207,0.037215
0.281690,0.027993
0.228598,0.015461
0.232823,0.083849
0.315407,0.036238
0.151840,0.049335
0.144231,0.034659
0.397941,0.017719
0.307999,0.064136
0.321389,0.066111
0.145573,0.044385
0.150334,0.019043
0.277058,0.109245
0.235541,0.018032
0.221418,0.038870
0.245248,0.049739
0.148126,0.028532
0.150640,0.045291
0.347494,0.059459
0.260716,0.069799
0.430564,0.020393
0.357932,0.046801
0.126714,0.022971
0.239519,0.067963
0.186167,0.062685
0.198993,0.016866
0.131310,0.019295
0.154226,0.042681
0.332070,0.024597
0.417742,0.025800
0.371342,0.020653
0.121137,0.027673
0.157293,0.061941
0.115095,0.027843
0.236642,0.097172
0.175868,0.045062
0.137266,0.015062
0.196867,0.018615
0.196463,0.038878
0.400853,0.032597
0.152369,0.018438
0.143136,0.022137
0.333582,0.014320
0.228084,0.012404
0.338122,0.030217
0.379307,0.036611
0.426360,0.035909
0.100043,0.021384
0.262169,0.042204
0.392209,0.019628
0.267564,0.089760
0.235301,0.078876
0.515879,0.040218
0.358161,0.040911
0.431892,0.013900
0.146156,0.032949
0.185362,0.013299
0.114778,0.022652
0.350076,0.043952
0.248298,0.023418
0.393255,0.017423
0.296782,0.043055
0.313966,0.125611
0.162620,0.013671
0.214420,0.044107
0.151805,0.037639
0.220789,0.045731
0.538524,0.031594
0.232600,0.014195
0.216591,0.029868
0.424889,0.028537
0.233878,0.019788
0.273107,0.072491
0.214752,0.013604
0.253400,0.045258
0.246443,0.013260
0.294622,0.023818
0.375406,0.031983
0.406466,0.027438
0.182014,0.071804
0.180884,0.057288
0.348057,0.026597
0.449659,0.037970
0.358822,0.016913
0.294610,0.016683
0.223542,0.020732
0.139052,0.016671
0.255845,0.019851
0.178287,0.047503
0.291505,0.041492
0.248020,0.021676
0.148350,0.023172
0.163673,0.054975
0.141527,0.034985
0.284363,0.020527
0.317796,0.036537
0.164104,0.037721
0.224799,0.050540
0.400580,0.048103
0.171489,0.025893
0.194594,0.017018
0.211800,0.083083
0.257136,0.032322
0.265758,0.066401
0.228680,0.017562
0.212419,0.016334
0.228618,0.015314
0.135005,0.021138
0.198161,0.067516
0.445457,0.014748
0.118469,0.026644
0.253885,0.100874
0.224805,0.023222
0.413010,0.014516
0.210970,0.050622
0.200710,0.075862
0.201098,0.023858
0.165304,0.035080
0.183196,0.080027
0.149591,0.016222
0.190716,0.039959
0.223948,0.033665
0.307435,0.051165
0.178816,0.035912
0.288806,0.064176
0.249130,0.050161
0.168352,0.024138
0.132431,0.015760
0.378665,0.037763
0.213271,0.021473
0.186267,0.040527
0.260540,0.011981
0.342179,0.027579
0.282614,0.072823
0.287308,0.105269
0.171852,0.030684
0.119600,0.022347
0.297802,0.039350
0.155849,0.015175
0.148599,0.041766
0.119731,0.022260
0.322415,0.085492
0.135699,0.020467
0.261716,0.016724
0.170175,0.052745
0.179940,0.044021
0.189733,0.024431
0.275630,0.016795
0.204839,0.034840
0.150908,0.014871
0.165913,0.014224
0.210475,0.076362
0.450441,0.039529
0.428595,0.018567
0.161494,0.021964
0.337353,0.057200
0.161759,0.016631
0.133273,0.024500
0.275187,0.037875
0.299695,0.019686
0.232215,0.027498
0.443441,0.019885
0.373696,0.030122
0.488185,0.022120
0.392444,0.034133
0.489673,0.028386
0.302407,0.047253
0.195583,0.078965
0.213417,0.041713
0.281028,0.045882
0.198297,0.013092
0.269423,0.021854
0.451948,0.045337
0.245584,0.069410
0.139631,0.039241
0.318402,0.018131
0.416897,0.026786
0.118053,0.024189
0.278752,0.101269
0.187619,0.053406
0.161935,0.027141
0.158774,0.017824
0.281508,0.043167
0.129898,0.022403
0.335643,0.026485
0.205244,0.054548
0.175873,0.065460
0.244999,0.015475
0.197785,0.014468
0.175575,0.016520
0.342025,0.034701
0.142148,0.023045
0.175339,0.013253
0.219081,0.051038
0.194369,0.026768
0.189312,0.064140
0.251301,0.051784
0.423445,0.026123
0.240608,0.034156
0.160303,0.018623
0.190799,0.039600
0.241728,0.075627
0.177229,0.015257
0.164211,0.016872
0.129780,0.019743
0.392597,0.024489
0.307500,0.014034
0.241288,0.077746
0.252441,0.073880
0.178630,0.052234
0.268884,0.069767
0.224626,0.020557
0.275237,0.013354
0.125660,0.023026
0.213031,0.023237
0.251184,0.015355
0.363813,0.014984
0.249237,0.025347
0.270730,0.061310
0.363997,0.053730
0.193892,0.016127
0.228710,0.028431
0.289592,0.046152
0.256087,0.049387
0.163270,0.027692
0.365774,0.013476
0.305233,0.077830
0.208643,0.048220
0.310149,0.036500
0.431420,0.034326
0.160198,0.012345
0.236264,0.077263
0.465029,0.023861
0.267428,0.023777
0.289084,0.043577
0.147218,0.021807
0.164992,0.045563
0.181283,0.036051
0.395382,0.033288
0.189755,0.022288
0.371664,0.026647
0.458627,0.036800
0.155045,0.054242
0.308918,0.037962
0.280747,0.042791
0.150458,0.037913
0.222434,0.036058
0.205452,0.065263
0.271199,0.093867
0.488751,0.037704
0.161679,0.050771
0.138755,0.021542
0.294371,0.012995
0.151147,0.027059
0.296184,0.023385
0.143504,0.028513
0.276780,0.048894
0.349615,0.017278
0.261203,0.070634
0.150062,0.022495
0.287527,0.039613
0.232759,0.028813
0.224017,0.037425
0.261143,0.026382
0.216301,0.023367
0.281715,0.024690
0.132556,0.015875
0.283972,0.060338
0.307598,0.033707
0.351777,0.026862
0.458595,0.025623
0.233138,0.016345
0.142462,0.022209
0.181998,0.051705
0.354133,0.020182
0.319833,0.077249
0.187864,0.050820
0.386489,0.028365
0.329990,0.060107
0.360892,0.026486
0.190279,0.013563
0.135102,0.029497
0.355195,0.091593
0.330669,0.017129
0.208899,0.036541
0.231582,0.048505
0.436100,0.031108
0.267831,0.041493
0.155321,0.022616
0.422384,0.048830
0.413106,0.041918
0.241184,0.043605
0.255359,0.017475
0.409402,0.053180
0.332756,0.021124
0.380184,0.031005
0.254320,0.032379
0.424015,0.031264
0.232601,0.052796
0.147568,0.030890
0.113680,0.024190
0.149052,0.017268
0.302282,0.015651
0.213239,0.017180
0.330292,0.022427
0.350182,0.067559
0.443627,0.022181
0.238126,0.036225
0.255564,0.041327
0.348287,0.025274
0.438662,0.034167
0.192254,0.020045
0.337212,0.055522
0.316718,0.034920
0.179834,0.041965
0.148411,0.025351
0.337156,0.075063
0.274742,0.035786
0.188750,0.031016
0.192364,0.038152
0.133543,0.022178
0.270642,0.014828
0.217774,0.029963
0.376092,0.033368
0.242365,0.019452
0.188429,0.013217
0.208975,0.042129
0.358085,0.049559
0.156374,0.029175
0.135211,0.019157
0.212357,0.061082
0.243852,0.058767
0.241588,0.027660
0.379187,0.022205
0.277934,0.043354
0.222042,0.019107
0.334596,0.111478
0.210737,0.033847
0.151119,0.018612
0.250964,0.023895
0.271319,0.081958
0.446676,0.042035
0.453938,0.022742
0.217755,0.023298
0.280312,0.014230
0.254280,0.026020
0.437548,0.017201
0.298255,0.038543
0.337956,0.024778
0.436936,0.033532
0.444100,0.029732
0.111472,0.021142
0.133017,0.032356
0.153403,0.041122
0.202557,0.056632
0.160041,0.050834
0.156598,0.023091
0.229519,0.019749
0.206375,0.024935
0.222597,0.090587
0.246611,0.061485
0.280506,0.019096
0.422548,0.022279
0.274371,0.024282
0.253428,0.036235
0.338189,0.019589
0.325219,0.034924
0.136878,0.031150
0.150341,0.019560
0.170380,0.022700
0.373410,0.018828
0.124833,0.020168
0.322903,0.050759
0.290926,0.070558
0.184392,0.020575
0.173989,0.053978
0.369450,0.028266
0.357427,0.079788
0.209413,0.025445
0.196440,0.062798
0.203472,0.026336
0.207894,0.068760
0.241977,0.027765
0.363795,0.024922
0.435889,0.033614
0.232247,0.087195
0.261018,0.037450
0.486278,0.025927
0.314838,0.054452
0.171855,0.037759
0.246732,0.035348
0.380565,0.021442
0.279781,0.101852
0.198226,0.052265
0.219851,0.073050
0.291468,0.104302
0.258513,0.015755
0.303592,0.034789
0.305719,0.014659
0.156430,0.030538
0.120052,0.021593
0.186075,0.016911
0.348025,0.013852
0.381148,0.019137
0.135629,0.019763
0.366772,0.045097
0.115817,0.022256
0.156244,0.029069
0.307021,0.014425
0.304402,0.048216
0.171869,0.029287
0.283285,0.050769
0.324196,0.075822
0.350319,0.050120
0.315290,0.044498
0.134404,0.017724
0.406538,0.019063
0.282387,0.097255
0.220149,0.013049
0.251481,0.028022
0.259069,0.042572
0.278067,0.036264
0.286134,0.036969
0.230763,0.090543
0.328730,0.024954
0.244614,0.037075
0.351069,0.034762
0.263453,0.013052
0.286535,0.053671
0.162586,0.045590
0.263378,0.012338
0.267482,0.052508
0.318221,0.013717
0.185774,0.014413
0.329435,0.034779
0.225579,0.021833
0.180242,0.014866
0.301536,0.020060
0.274651,0.039731
0.222036,0.095252
0.165051,0.014713
